first Name,last Name,age,english,overseas_employment,australia_employment,qualifications,australia_study,specialist_qualification,credentialled,study_regional,partner,professional_year,visa
Rhoda,Mott,1,1,2,2,1,0,0,1,0,0,1,1
Estell,Loleta,2,3,1,2,0,1,0,0,1,3,0,2
Helena,Melan,4,1,1,0,4,0,1,1,1,3,1,1
Leontine,Dorcy,2,0,2,3,2,1,0,1,0,1,1,2
Caritta,Vittoria,3,0,2,1,1,1,0,0,0,3,0,3
Gavrielle,Gherardo,2,2,3,4,0,0,0,1,1,1,1,0
Jessy,Ailyn,3,1,3,3,0,0,1,0,0,1,0,1
Corly,Old,4,0,3,4,2,1,0,1,1,3,0,3
Kylynn,Milson,4,0,2,3,4,1,0,1,0,3,1,1
Nita,Hilbert,3,0,2,0,0,1,1,1,0,1,0,3
Madeleine,Rheingold,0,1,0,4,0,0,1,0,0,1,0,1
Michaelina,Fadiman,0,0,3,4,0,0,0,1,1,1,0,1
Fawne,Ventre,2,3,0,2,3,1,0,1,1,0,1,2
Jenilee,Rosalba,3,0,2,0,0,1,0,1,1,3,1,0
Elfreda,Zeeba,2,2,0,2,1,1,1,0,0,1,1,3
Paola,Bouchard,3,2,2,2,3,0,0,1,1,1,0,2
Johna,Hessler,2,2,1,4,4,0,0,1,1,2,0,0
Riannon,Gwenore,0,0,2,1,2,1,1,1,0,0,1,1
Monika,Remmer,3,1,1,3,4,1,0,1,0,0,1,1
Sabina,Tufts,3,3,0,2,1,0,0,0,1,0,1,1
Raquela,Autrey,1,0,2,4,0,0,0,1,1,3,0,0
Nariko,Trinetta,0,1,3,2,3,1,1,0,0,1,1,1
Dagmar,Rudolph,2,0,3,3,1,0,0,0,1,1,0,2
Flory,Ranjiv,1,1,0,3,4,0,1,0,1,1,1,3
Harrietta,Bahr,3,3,0,0,2,1,1,0,1,1,0,1
Cissiee,Nikaniki,0,2,2,0,2,0,0,1,0,3,1,0
Monika,Carbo,1,3,2,4,4,1,0,0,1,2,0,2
Dominga,Garlinda,0,2,2,0,4,0,0,1,1,2,1,3
Henriette,Salvidor,2,1,2,2,3,0,0,0,1,2,0,0
Tomasina,Kirbee,1,2,1,3,2,1,1,0,0,2,1,2
Debee,Albertine,0,3,1,1,1,0,1,1,1,0,1,0
Jacenta,Nea,0,3,0,1,0,0,0,0,0,2,1,0
Leia,Brieta,4,2,3,3,3,0,1,0,1,2,1,2
Bernie,Wittie,1,3,2,2,0,0,1,0,1,2,1,1
Collen,Skell,4,1,2,0,0,1,1,1,1,1,0,0
Kathi,Lindemann,0,1,3,2,0,0,0,1,0,1,1,3
Barbi,Jess,3,1,1,1,2,0,0,1,1,0,0,2
Nollie,Mata,2,2,3,1,4,1,1,0,0,1,1,3
Ayn,Demitria,3,0,2,0,1,0,0,1,0,0,0,0
Lanna,Michella,3,0,3,1,3,1,0,1,0,2,0,1
Annice,Philoo,0,0,1,3,2,0,1,1,0,3,1,2
Lindie,Adrienne,3,2,0,4,4,0,1,0,0,0,0,1
Deloria,Rolf,4,3,1,4,1,1,0,1,0,0,0,0
Britni,Ricarda,2,2,2,2,1,0,1,1,0,3,0,2
Lynnea,Kirbee,2,3,0,3,2,1,1,0,0,3,1,1
Alameda,Natalia,4,1,2,1,2,1,1,0,1,2,1,2
Tybie,Carolin,2,0,2,4,0,0,1,1,1,3,1,0
Cyndie,Danby,1,0,2,1,0,1,1,0,1,3,1,2
Aimil,Lumbard,1,1,1,1,0,1,0,1,0,0,0,0
Paola,Idelia,4,2,1,3,1,0,0,1,0,2,1,1
Leanna,Fancie,2,2,0,3,1,1,0,0,0,0,0,2
Natka,Ferino,0,0,1,1,3,1,0,0,0,2,0,3
Elyssa,Orpah,1,2,1,0,3,0,1,0,0,2,0,0
Sharai,Pierette,2,3,3,2,0,1,0,0,0,3,0,0
Jolyn,Hepsibah,1,0,2,1,1,1,0,1,1,0,0,0
Jessy,Barney,2,1,2,0,2,1,0,1,1,2,0,0
Desirae,Baudin,0,0,2,0,1,1,1,0,0,2,0,0
Lanae,Jacinda,4,0,0,3,4,0,0,1,1,2,0,3
Micheline,Dash,4,3,2,1,1,1,0,1,0,1,0,0
Winny,Wooster,3,1,0,4,0,0,0,1,0,0,1,2
Madalyn,Concha,4,1,0,4,2,1,1,1,0,1,0,0
Kalina,Connelly,1,1,3,0,1,1,0,0,1,2,1,1
Audrie,Dielu,1,3,0,4,2,1,1,1,1,0,0,2
Madelle,Martguerita,0,2,2,3,2,1,1,0,1,1,1,2
Valeda,Hutchison,2,0,2,2,2,1,0,0,1,0,1,2
Candy,Adalbert,0,0,2,0,0,1,1,1,1,3,0,2
Addia,Egbert,3,0,0,3,0,1,0,1,1,2,1,1
Meriel,Berard,4,2,0,1,1,1,0,0,0,0,1,3
Kelly,Haldas,1,2,3,0,2,0,1,1,0,2,1,1
Elise,Jenness,4,0,2,3,1,0,1,1,0,2,0,3
Tobe,Norrie,3,1,1,2,4,1,0,0,0,2,1,2
Violet,Fontana,0,3,1,4,0,1,0,0,1,3,0,0
Dagmar,Kellby,0,2,0,2,3,1,0,1,1,3,1,0
Kate,Ade,0,0,1,0,1,1,0,0,1,3,0,3
Shannah,Chobot,4,0,1,3,4,0,1,1,0,2,1,1
Annaliese,Chabot,4,3,1,4,1,1,0,0,1,3,1,0
Chloris,Germann,3,0,3,3,4,0,0,1,0,0,1,0
Randa,Helfand,4,1,0,1,1,1,0,1,1,0,1,1
Molli,Jary,1,2,2,0,2,0,1,1,1,2,1,2
Dede,Constancy,3,0,2,3,1,1,0,1,0,0,1,1
Dennie,Leler,4,0,1,1,2,0,1,1,1,2,1,1
Althea,Crudden,2,1,2,4,0,1,1,1,1,3,0,3
Emylee,Billye,1,0,2,1,1,0,0,1,1,1,1,1
Almeta,Docilla,2,2,2,2,4,0,0,1,0,1,0,1
Robbi,Clie,0,2,3,4,2,0,0,0,0,0,1,3
Elsie,Rese,1,3,0,3,1,1,1,0,1,0,0,1
Mariann,Vivle,2,3,1,0,4,1,0,0,0,2,0,3
Hildegaard,Stelle,0,2,3,1,2,1,1,1,0,3,0,0
Donnie,Loring,4,2,0,2,3,0,1,0,1,2,1,2
Edyth,Carvey,4,2,1,0,3,1,0,0,0,0,0,2
Pamella,Valoniah,1,0,3,2,0,1,1,0,0,3,1,2
Mallory,Nicoline,2,2,0,2,1,0,1,1,1,1,1,2
Wendi,Vittoria,3,0,3,3,3,1,0,0,1,2,1,2
Jsandye,Bates,3,2,1,2,3,0,1,0,0,0,1,3
Glenda,Simmonds,0,3,2,4,1,1,1,0,0,3,1,2
Jaime,Annabella,3,2,3,3,4,1,1,0,0,1,1,3
Alameda,Florina,3,0,2,0,0,0,0,0,0,2,0,3
Linet,Granoff,0,1,2,4,2,1,0,1,0,0,1,0
Tybie,Stilwell,4,0,1,4,3,1,1,0,1,3,0,1
Maridel,Katrine,1,0,3,1,0,1,1,0,1,0,1,0
Renie,Dorothy,3,0,3,0,4,0,1,0,1,1,0,1
Cissiee,Phyllis,0,1,1,4,0,1,0,0,0,3,1,0
Dennie,Orlene,3,1,2,4,3,1,1,0,1,2,1,3
Cassondra,Bollay,2,1,1,0,2,0,1,1,1,3,1,0
Sindee,Selway,3,1,1,2,2,1,1,1,0,2,1,0
Helena,Boycey,1,0,1,3,1,0,0,0,1,3,0,2
Audrie,Screens,4,1,1,4,0,1,0,1,0,1,0,1
Mady,Ciapas,0,0,3,2,1,0,1,0,1,1,0,3
Codie,Daveta,2,2,0,2,0,1,1,0,0,0,0,3
Lusa,Kiersten,0,0,0,3,1,0,1,0,0,2,0,2
Cyndie,Garek,1,1,1,3,1,1,0,1,1,2,1,3
Candi,Justinn,4,2,1,4,3,0,1,0,1,1,0,0
Clementine,Wenoa,2,0,3,2,4,0,1,1,1,3,1,1
Raf,Primalia,2,1,3,2,1,0,0,0,0,1,1,1
Maridel,Ephrem,0,2,2,3,1,0,1,0,1,1,1,1
Christal,Grayce,0,3,2,4,1,1,0,0,1,3,0,0
Mariele,Michella,1,2,2,3,4,1,1,0,0,3,0,2
Dianemarie,Cassius,2,1,2,0,3,0,1,1,0,3,1,1
Vanessa,Evvie,2,1,3,2,0,1,1,1,0,2,0,1
Marylou,Orpah,1,3,2,0,0,0,1,1,1,0,0,2
Flo,Glenden,2,0,1,3,4,1,1,1,1,3,1,0
Pollyanna,Kiersten,0,0,2,1,3,0,1,1,0,3,1,3
Jan,Rodmann,2,0,2,3,0,1,0,0,0,3,0,1
Almeta,Muriel,1,2,0,0,1,1,1,0,0,0,1,1
Edith,Christine,3,0,0,4,1,0,0,1,1,3,1,2
Carree,Ailyn,2,1,1,1,4,1,0,1,1,2,1,3
Evita,Rhu,1,0,3,0,1,1,1,0,1,3,1,0
Carmela,Sundin,3,3,3,1,2,1,0,0,1,2,0,2
Marika,Schwejda,0,2,1,4,0,0,0,1,0,1,0,3
Mellicent,Dimitris,3,0,0,2,1,1,0,1,1,2,1,0
Gisela,Eliathas,0,2,2,4,2,0,0,0,1,3,1,3
Corry,Kirbee,2,0,1,1,1,0,0,0,0,1,0,0
Taffy,Zola,4,3,1,1,4,1,0,0,1,3,1,3
Blondelle,Peti,3,1,3,2,1,1,1,0,0,2,1,3
Karena,Ortrude,0,1,0,0,1,0,0,1,0,2,0,1
Aimil,Talia,2,2,1,2,3,1,0,1,1,1,1,1
Siana,Halla,2,0,0,3,0,1,0,1,1,2,0,3
Kial,Fancie,4,0,2,0,3,1,0,1,1,3,0,2
Rosaline,Olympium,3,3,2,4,3,0,0,0,1,2,1,2
Stephanie,Saree,3,0,2,0,4,0,1,1,1,3,1,2
Anica,Vilma,2,0,3,3,2,0,0,0,0,2,1,2
Corina,Kendrick,3,1,0,1,3,1,1,1,1,2,1,0
Desirae,Christine,3,2,2,0,3,1,0,0,1,0,0,2
Jan,Ezar,4,3,2,2,3,1,0,0,0,1,0,3
Cristabel,Lail,3,2,0,0,2,1,1,0,1,1,1,2
Molli,Dyche,1,1,1,0,3,1,0,0,0,1,1,2
Dawn,Callista,3,1,1,4,1,0,1,0,1,1,1,1
Susan,Boehike,3,0,1,0,3,0,1,0,0,0,0,0
Rayna,Armanda,4,3,3,1,3,0,1,0,0,1,1,1
Tatiania,Clywd,2,3,1,2,3,0,0,1,1,2,1,0
Magdalena,Idelia,4,3,3,1,1,1,0,0,1,2,0,0
Dagmar,Kenney,2,1,3,1,1,0,0,0,1,2,1,0
Julieta,Lilybelle,2,3,1,0,3,1,1,1,0,3,1,3
Gerianna,Gusella,3,0,2,2,4,0,0,0,1,2,0,0
Ezmeralda,Macey,2,0,1,1,2,1,0,0,1,2,1,0
Tina,Colbert,3,1,2,2,4,0,1,0,1,3,0,3
Vere,Sammons,3,1,0,1,4,0,0,0,0,0,1,2
Blake,Tufts,1,0,1,4,2,1,1,0,0,0,1,3
Maye,Eldrid,3,1,3,3,0,0,1,1,0,0,1,2
Jeanna,Ramona,0,2,2,3,0,1,0,1,0,0,1,0
Katleen,Kelula,1,0,0,2,4,0,1,0,1,1,1,2
Maye,Kress,3,0,1,2,2,0,1,1,0,1,0,3
Frieda,Mendez,1,1,0,3,1,1,0,0,1,0,0,0
Shirlee,Alcott,2,3,1,2,2,1,1,1,0,1,0,3
Hollie,Fleeta,0,3,1,3,2,0,1,1,1,3,0,1
Mara,Frendel,3,1,1,3,0,0,0,1,0,3,1,1
Sissy,Wandie,4,1,3,2,3,1,1,1,1,0,1,0
Henriette,Goth,1,3,0,2,4,0,1,0,0,1,1,2
Leeanne,Maroney,4,0,0,0,0,0,1,1,1,3,0,3
Estell,Chrystel,2,1,0,2,4,0,0,1,1,2,1,1
Juliane,Virgin,1,1,2,0,3,1,1,0,1,2,1,0
Belva,Gahl,0,0,2,3,4,0,1,0,1,1,1,0
Lelah,Prouty,2,3,3,0,4,0,1,0,1,2,0,1
Claresta,Joachim,4,1,0,3,2,1,0,0,1,0,0,2
Betta,Annabella,3,2,0,3,1,1,1,0,0,3,0,2
Gwenneth,Orelee,2,0,2,4,4,0,1,1,0,0,0,2
Joelly,Cressida,0,2,1,0,1,1,1,1,1,1,0,0
Libbie,Vale,2,0,0,1,3,0,1,1,0,1,0,0
Damaris,Klemperer,4,0,2,2,1,0,1,0,1,1,1,1
Edyth,Yate,3,0,1,3,3,0,0,0,0,3,1,1
Carree,Mintz,0,3,1,1,4,1,0,1,1,3,0,1
Kimberley,Socha,4,0,1,4,4,0,0,1,0,0,0,3
Daryl,Dielu,2,3,3,3,2,1,1,1,1,0,1,1
Anallese,Horan,3,0,3,2,4,1,0,0,1,3,0,3
Tani,Ferrell,2,3,0,3,3,1,0,0,1,0,0,3
Ezmeralda,Cyrie,3,3,0,2,2,1,1,0,0,0,0,2
Tilly,Tatianas,2,0,0,3,2,0,0,1,1,0,1,1
Brianna,Gabrielli,1,0,2,2,2,1,1,1,0,1,1,3
Ermengarde,Bennie,3,3,0,0,2,1,1,1,1,1,0,2
Ilse,Moseley,1,0,1,2,2,1,0,1,0,2,1,3
Lynea,Belanger,3,1,1,0,4,1,0,0,0,2,1,3
Margalo,Gherardo,3,0,1,1,1,1,0,1,0,2,0,3
Kayla,Erb,0,2,1,0,4,1,0,0,0,1,1,1
Adele,Matthew,1,3,2,0,2,1,1,0,0,1,1,1
Rhea,Joseph,2,3,3,4,4,0,0,0,0,2,0,1
Mamie,Pacorro,1,1,1,1,0,1,1,0,0,0,1,1
Cacilie,Suzetta,4,0,3,0,1,1,0,0,0,1,0,2
Roberta,Therine,0,2,2,3,4,1,1,0,1,2,0,0
Monika,Fitzsimmons,2,3,2,0,2,1,1,1,0,1,0,1
Basia,Papageno,4,2,1,3,3,1,1,1,0,3,1,0
Tera,Cookie,0,2,0,2,1,0,0,1,0,2,1,2
Ardenia,Katrine,4,0,2,1,2,1,1,1,0,0,1,1
Nita,Wilkinson,1,2,3,1,1,0,1,1,1,2,0,1
Anica,Gahl,3,0,2,3,2,1,0,1,0,0,0,3
Augustine,Ramona,2,0,1,2,2,0,0,0,1,2,0,3
Lynea,Konyn,0,3,3,2,1,1,1,1,1,2,0,1
Kassey,Ludewig,4,0,2,2,0,1,0,0,1,3,0,2
Tomasina,Dash,0,1,0,3,3,0,1,1,0,0,0,3
Nariko,Winthorpe,2,0,2,2,0,1,0,1,1,1,0,1
Ernesta,Taima,1,1,1,1,4,1,0,1,1,0,1,0
Coral,Truc,2,0,2,3,3,0,1,1,0,3,0,0
Lesly,Amethist,2,0,2,3,4,0,0,0,1,2,1,1
Melodie,Margarete,0,0,3,0,2,1,0,1,1,3,0,3
Wilma,Gusella,1,1,3,1,3,0,0,0,1,2,1,0
Clary,Willie,3,3,3,4,3,0,0,1,1,0,1,1
Marita,Bates,1,1,2,1,4,0,0,1,1,2,0,0
Alia,Garlinda,4,1,3,4,2,0,0,1,0,2,1,1
Jordan,Fillbert,4,2,3,0,0,1,0,1,0,0,0,3
Dotty,Simmonds,4,3,0,0,1,1,0,1,1,2,0,0
Lila,Schalles,0,0,1,2,4,1,1,0,0,2,0,3
Larine,O'Neill,2,3,0,2,1,0,0,1,1,1,0,3
Jenda,Concha,3,1,1,0,2,1,0,1,0,0,1,2
Hallie,Lindemann,4,2,3,3,0,0,1,0,1,0,0,2
Cissiee,Iphlgenia,1,3,0,4,0,1,0,1,1,2,0,1
Anallese,Trinetta,2,1,2,1,3,1,1,1,1,0,1,3
Max,Nance,4,1,0,0,0,1,0,0,1,3,1,0
Cacilie,Buckler,3,2,2,3,2,0,0,0,1,3,1,3
Tonia,Han,3,1,1,4,4,1,1,0,1,0,0,1
Fred,Bury,0,1,0,3,0,0,0,1,1,3,0,2
Jordan,Khorma,4,2,3,2,1,0,0,0,0,2,1,2
Debee,Slifka,1,1,1,0,2,1,0,0,0,0,1,3
Jobi,Pauly,2,1,2,1,2,1,1,1,1,1,0,2
Cassondra,Sasnett,3,0,2,1,2,1,1,1,1,0,1,1
Alex,Vary,4,2,1,1,1,1,1,1,1,2,1,0
Joane,Socha,2,1,1,1,4,1,1,0,0,2,1,3
Robinia,Laurianne,2,3,1,2,4,0,1,1,1,3,1,3
Chandra,Hourigan,2,2,0,3,4,0,1,1,0,2,1,3
Marcelline,Tippets,1,3,0,4,0,0,1,1,0,2,1,3
Aurelie,Aprile,1,0,1,3,3,1,1,0,0,1,0,2
Heida,Loleta,1,0,2,1,0,1,0,0,0,1,0,1
Beth,Loeb,3,0,0,4,1,1,0,0,0,0,1,3
Krystle,Nicoline,3,2,2,0,3,1,1,1,0,3,1,0
Cordi,Kenwood,2,3,1,0,3,0,0,1,0,3,0,2
Pierette,Hailee,2,3,1,0,4,0,1,0,0,0,0,0
Jacenta,Rad,2,2,0,4,4,1,0,0,1,3,0,3
Gilda,Lymann,2,3,1,0,1,1,1,0,1,1,0,0
Fanny,Lewes,3,2,3,2,4,1,1,0,1,3,1,2
Kalina,Podvin,3,2,2,4,0,0,0,1,1,0,1,0
Sabina,Kauppi,2,3,3,2,3,0,1,0,1,0,0,2
Anica,Morehouse,4,0,3,3,4,0,0,1,1,2,1,2
Andeee,Lea,3,1,2,4,2,1,0,0,0,2,1,1
Shauna,Jefferey,3,2,3,1,1,0,1,0,1,2,0,2
Demetris,Plato,0,2,2,4,4,0,1,1,0,2,1,3
Tomasina,Ball,2,1,2,4,2,0,0,1,0,2,0,0
Lanna,Behre,0,3,0,0,4,0,1,0,0,0,0,3
Etta,Billye,4,3,3,0,1,0,0,1,0,3,1,0
Jenilee,Hourigan,4,3,0,0,1,0,1,0,1,0,1,2
Letizia,Grosz,0,1,2,2,0,0,1,0,0,0,0,1
Gertrud,Prober,1,0,0,2,2,0,0,0,1,1,0,2
Paulita,Grobe,1,3,2,3,4,0,0,0,1,1,1,2
Noelle,Dahlia,0,3,3,0,3,1,0,0,1,1,1,0
Tina,Felizio,3,2,0,4,0,0,1,0,1,0,1,3
Sandie,Berl,0,2,2,1,4,1,1,0,1,1,0,3
Daune,Lia,0,3,3,1,3,1,0,1,0,2,0,2
Eugine,Wesle,3,3,3,4,3,0,1,1,0,3,1,0
Siana,Chaing,0,0,0,3,3,1,1,1,1,1,0,0
Dacia,Tippets,4,1,2,0,2,0,0,1,0,3,0,1
Hallie,Darbie,2,0,0,0,1,0,1,0,0,0,0,1
Agnese,Kesley,2,3,3,1,3,1,0,1,0,3,0,0
Jaime,Ochs,3,2,3,4,1,0,1,1,1,2,0,0
Abbie,Malina,1,2,2,4,3,1,0,0,0,1,0,0
Sue,Verger,0,0,2,1,1,0,1,1,0,2,1,3
Anallese,Cressida,0,3,3,1,3,1,0,1,1,3,1,2
Trixi,Sheng,3,0,1,0,4,1,0,0,1,3,0,3
Rivalee,Stilwell,4,3,2,2,2,1,0,1,0,1,0,2
Yetty,Peti,4,1,0,1,4,0,1,1,0,0,1,2
Sandie,Juan,3,3,0,3,3,0,0,1,1,3,1,1
Fawne,Oriana,2,1,3,1,3,0,0,0,0,0,1,2
Lita,Susannah,2,0,3,2,0,0,1,0,0,0,0,3
Annabela,Dorothy,3,3,0,2,1,1,0,1,0,2,0,1
Marika,Vale,1,0,0,2,0,0,1,1,0,0,1,0
Ermengarde,Eugenia,2,1,3,1,3,0,1,0,0,0,1,3
Claresta,Henebry,1,3,1,0,1,1,1,0,0,1,1,0
Blake,Cherianne,3,2,0,2,0,1,0,1,0,0,1,3
Andeee,Narton,2,1,0,0,4,1,0,0,1,1,0,1
Lynea,Vilma,1,2,2,3,1,0,1,1,0,1,1,1
Rozele,Vivle,4,1,1,3,4,1,0,1,0,1,1,0
Cathie,Bebe,1,1,0,3,2,1,0,1,1,1,0,1
Lucille,Kalinda,0,0,2,1,2,0,0,0,0,1,0,1
Lauryn,Edvard,4,1,2,3,1,1,1,1,0,3,0,0
Arlina,Jammal,4,2,2,4,0,0,0,1,0,3,0,1
Darci,Mathilde,1,1,1,3,2,1,0,1,0,1,1,3
Trudie,Standing,3,3,0,2,2,0,1,0,0,0,1,0
Quintina,Darbie,3,0,0,1,2,1,1,0,1,3,1,3
Maryellen,Burch,4,3,3,4,4,1,1,1,0,1,0,1
Aurelie,Lanita,3,1,0,0,0,0,0,1,1,2,0,3
Claudina,Audly,3,2,1,4,4,0,1,1,0,2,1,3
Harrietta,Ramona,4,2,0,2,0,0,1,0,0,3,1,0
Gisela,Lemuela,0,2,3,4,4,0,1,0,1,0,0,1
Concettina,Zola,1,1,0,3,4,1,1,0,1,3,1,3
Lucille,Bonilla,4,2,0,3,3,1,1,0,0,1,0,1
Heida,Abbot,0,1,0,0,0,0,0,0,0,3,1,3
Frank,Bibi,2,2,2,4,4,0,1,1,1,2,0,1
Vonny,Hourigan,3,2,2,4,4,0,1,1,1,1,0,0
Carlie,Morgun,0,0,1,1,2,0,1,1,1,0,1,2
Lenna,Podvin,4,3,2,2,2,1,0,0,0,2,0,3
Agnese,Bonilla,3,1,2,1,0,0,1,0,1,1,1,1
Henriette,Edmund,2,3,1,3,4,1,1,0,1,1,0,3
Annecorinne,Markman,4,0,3,0,4,0,1,0,0,0,0,3
Averyl,Nicoline,0,2,0,0,2,1,1,0,0,0,0,3
Sandie,Middleton,4,0,3,0,2,1,0,0,1,2,0,1
Tiffie,Danby,3,3,3,0,2,1,1,1,0,3,0,0
Hallie,Toni,1,2,1,0,3,0,1,0,0,0,1,0
Cacilie,Mallon,1,0,1,0,0,0,0,1,1,2,0,0
Florencia,Laverne,2,2,2,3,4,1,1,0,0,0,1,3
Kelly,Munn,3,2,0,0,1,1,1,1,1,0,0,0
Ofilia,Verger,2,0,0,3,0,1,1,0,0,1,0,3
Olivette,Kat,0,2,1,4,4,1,0,1,0,3,0,0
Winny,Weaks,2,1,1,1,1,1,1,1,1,3,1,0
Riannon,Kesley,1,2,2,4,1,1,1,0,1,0,1,1
Kathy,Martguerita,3,3,3,4,2,0,1,1,1,1,0,0
Constance,LaRue,4,0,2,4,3,1,0,1,1,0,1,0
Jessamyn,Konyn,2,2,2,4,3,0,1,1,0,1,1,3
Etta,Marisa,4,0,2,4,3,1,1,0,1,2,0,3
Lusa,Shaddock,4,3,0,2,1,0,1,1,1,0,0,3
Marline,Magnolia,0,0,0,4,2,1,0,0,1,2,1,3
Roberta,Francyne,2,3,2,0,2,0,1,1,0,2,0,1
Courtnay,Nisbet,2,1,0,4,2,1,0,1,0,1,1,3
Althea,Angelis,4,3,3,3,4,1,1,0,0,1,0,1
Vonny,Brodench,1,1,0,0,2,0,0,0,0,3,1,2
Layla,Ammann,1,1,1,2,3,0,0,1,0,3,1,3
Karolina,Maryanne,2,3,2,2,2,0,1,1,1,1,1,3
Priscilla,Montgomery,0,2,3,1,2,1,1,0,1,0,0,3
Alisha,Argus,1,3,1,1,2,1,1,0,1,2,0,1
Max,Sothena,2,1,0,3,0,1,0,1,1,0,0,1
Tracey,Hoban,1,3,1,1,2,1,0,1,1,0,0,2
Vonny,Granoff,4,3,3,0,1,0,1,1,0,2,1,2
Albertina,Zachary,1,0,0,2,4,0,1,1,1,0,0,3
Paule,Bandeen,0,2,0,0,2,0,1,0,0,1,1,2
Eve,Carri,1,3,0,0,2,1,0,1,1,0,1,1
Lory,Keelia,3,0,1,1,2,1,0,0,1,1,0,1
Briney,Maisey,2,3,1,2,4,1,0,0,0,2,1,1
Pearline,Valoniah,3,3,3,0,3,1,0,0,0,3,1,1
Orelia,Chem,3,1,1,4,2,0,0,1,0,0,0,2
Vevay,Sparhawk,4,0,1,1,0,1,0,0,1,3,1,1
Gaylene,Tjon,3,2,2,4,3,0,0,0,1,0,1,2
Libbie,McAdams,3,1,2,4,1,1,1,1,0,3,1,0
Lulita,Hepsibah,3,0,0,0,3,1,1,1,1,2,0,0
Raina,Saree,4,1,2,2,3,0,0,1,1,3,0,0
Doralynne,Ammann,4,0,1,4,4,0,0,1,0,2,1,2
Glynnis,Keelia,2,3,2,4,4,1,0,1,0,2,1,3
Di,Dosia,4,1,2,0,3,1,1,1,1,0,0,3
Gusty,Cavan,3,2,0,2,4,1,1,1,0,0,1,0
Dari,Stanwood,0,2,1,2,4,0,1,0,1,3,1,2
Heddie,Garrison,2,0,2,4,2,0,1,1,0,3,1,0
Lisette,Obed,3,2,2,3,3,0,0,1,1,3,0,1
Oona,Celestine,4,3,1,4,4,0,0,0,0,2,0,2
Monika,Vacuva,0,0,0,2,3,1,1,0,0,3,0,0
Joelly,Eben,4,0,2,3,0,1,0,0,1,3,1,2
Kelly,Zetta,2,3,0,1,0,1,1,1,1,2,1,2
Neila,Ardeha,2,3,2,0,3,1,1,1,1,3,1,3
Linet,Afton,2,0,2,4,4,0,0,0,1,2,0,3
Allis,Ricki,1,1,3,2,0,1,0,0,0,3,1,3
Edyth,Amasa,1,2,3,1,4,0,1,1,0,0,1,2
Ermengarde,Presber,1,2,3,0,4,0,0,0,1,3,1,1
Zaria,Irmine,1,3,3,2,3,0,0,0,0,3,1,2
Barbi,Fiann,1,0,1,0,0,1,1,1,1,1,1,0
Mara,Hunfredo,0,3,3,3,1,1,0,1,0,1,1,3
Florie,Francyne,1,1,1,2,0,0,1,0,1,3,0,1
Kylynn,Dimitris,2,3,0,0,3,1,1,0,1,0,0,1
Bertine,Honoria,4,3,2,2,0,1,1,0,1,3,1,2
Aurelie,Lilybelle,0,3,2,4,4,1,1,1,1,3,1,0
Talya,Maribeth,3,0,1,3,3,1,1,1,1,0,0,3
Alia,Kiersten,1,2,3,3,0,0,0,0,0,0,0,3
Pamella,Lory,1,0,1,4,3,1,1,0,0,0,0,1
Juliane,Tybald,0,2,2,4,2,0,0,0,1,0,0,2
Janis,Vivle,1,3,3,0,1,1,0,1,0,1,1,1
Roslyn,Friede,0,1,3,1,0,1,0,0,0,2,1,2
Aaren,Simmonds,2,0,2,1,4,1,1,0,0,2,1,3
Lucy,Pernick,0,3,0,3,2,1,0,1,1,1,0,3
Anica,Brackely,4,2,1,1,2,1,1,0,1,2,1,2
Raquela,Desai,0,1,2,1,4,1,0,1,0,0,0,3
Melodie,Norvol,4,0,3,1,4,0,0,0,1,1,1,1
Mellicent,Duwalt,1,2,3,3,1,0,1,1,0,0,1,1
Alyda,Shanley,2,0,3,2,1,0,0,1,0,3,0,1
Dacia,Raseda,3,0,2,1,1,0,1,0,1,1,0,1
Deloria,Sawtelle,2,0,0,0,4,1,1,0,1,3,1,3
Petronia,Rosalba,2,2,2,0,3,0,1,0,0,0,0,3
Vere,Modie,1,1,2,4,4,1,1,1,0,1,0,1
Candy,Abram,2,3,1,0,3,1,0,0,0,1,0,2
Hope,Kolnick,1,0,1,0,2,1,1,0,0,2,1,1
Kerrin,Gunn,0,2,0,3,1,0,1,0,1,3,1,3
Sam,Delp,2,3,0,4,4,0,1,1,0,2,0,0
Katharina,Tamsky,1,1,0,2,4,0,1,1,1,0,1,2
Micheline,Voletta,3,0,3,3,0,0,0,1,0,3,1,2
Elena,Alice,3,1,0,1,1,0,1,0,1,0,1,2
Heddie,Merriott,1,0,3,1,2,1,1,0,1,2,1,2
Roxane,Prober,2,0,2,0,2,1,1,1,0,3,0,3
Joleen,Alfons,2,0,2,3,0,1,0,0,1,2,1,2
Winifred,Alisia,1,1,0,2,4,1,1,1,0,0,1,2
Celene,Weinreb,0,1,0,0,4,1,0,1,1,3,0,3
Clementine,Cecile,3,2,0,3,4,1,0,0,1,3,0,1
Kristan,Chesna,2,0,0,1,3,0,0,0,1,2,0,1
June,Trey,2,1,0,1,2,1,1,1,0,2,1,2
Sashenka,Ahab,2,0,0,0,0,1,1,1,0,2,1,2
Diena,Marden,2,0,3,4,3,0,0,1,1,1,1,1
Corly,Bobbee,1,3,0,1,1,0,1,0,1,3,1,3
Almeta,Quent,3,0,2,1,4,0,1,0,1,0,1,2
Stevana,Decato,2,1,1,3,0,0,1,1,1,3,1,3
Brynna,Nedrud,3,1,1,0,0,0,0,0,1,2,0,0
